USERID,n_azioni,n_attivita_distinte,n_giorni_attivi,durata_giorni,feature0_media,feature1_media,feature2_media,feature3_media,ABBANDONO
5198,164,78,13,17.259,-0.016,0.092,-0.043,-0.022,0
5199,15,10,1,0.141,0.219,-0.436,-0.027,-0.054,0
5200,63,29,5,17.434,0.236,-0.436,0.067,0.127,0
5201,20,13,3,13.11,-0.32,0.582,-0.094,-0.067,1
5202,29,25,4,12.254,-0.181,-0.172,0.02,-0.067,0
5203,52,31,4,5.378,-0.113,0.298,-0.018,-0.052,0
5204,133,58,7,15.037,0.207,0.062,-0.048,0.01,0
5205,5,2,1,0.004,-0.32,-0.436,0.107,-0.067,1
5206,70,34,3,3.422,0.489,-0.399,0.057,0.116,0
5207,8,4,1,0.002,0.86,-0.436,-0.206,0.133,1
5208,36,15,4,9.09,0.167,-0.365,0.023,-0.0,0
5209,122,49,11,11.423,-0.099,0.315,-0.082,-0.049,0
5210,73,38,4,12.305,0.419,-0.366,-0.01,0.021,0
5211,43,22,3,6.168,0.025,0.097,-0.033,-0.007,1
5212,81,31,8,17.255,0.146,-0.436,0.033,-0.0,0
5213,103,40,6,17.21,-0.006,-0.164,0.073,0.098,0
5214,13,5,2,8.382,-0.32,-0.436,0.531,0.025,1
5215,231,67,8,14.124,-0.092,0.335,-0.091,0.08,1
5216,44,26,4,9.419,-0.044,0.143,-0.041,-0.008,1
5217,69,24,7,12.253,0.012,-0.436,0.296,0.046,0
5218,5,5,2,0.943,-0.32,0.073,0.007,-0.067,1
5219,140,39,8,14.295,-0.108,-0.254,0.121,-0.024,0
5220,84,40,6,14.036,0.29,-0.405,0.137,0.129,0
5221,9,5,1,0.017,-0.32,-0.153,0.329,0.089,1
5222,20,10,1,0.041,-0.32,0.582,-0.094,-0.067,1
5223,5,4,1,0.001,-0.32,-0.436,0.207,0.254,1
5224,47,31,5,15.472,0.024,-0.436,0.032,0.001,1
5225,73,37,9,16.451,-0.302,0.401,-0.058,-0.067,0
5226,15,10,1,0.055,-0.32,0.243,0.007,-0.027,1
5227,103,31,12,16.231,-0.215,0.157,-0.015,-0.042,0
5228,106,51,7,15.252,-0.078,0.332,-0.059,-0.022,0
5229,30,19,2,5.279,-0.185,-0.266,0.09,-0.067,0
5230,12,7,3,10.46,-0.32,-0.012,0.023,-0.067,1
5231,6,3,1,0.002,-0.32,-0.436,0.107,-0.067,1
5232,40,27,3,1.173,0.017,0.328,-0.119,-0.042,1
5233,18,11,3,17.444,0.803,-0.436,-0.172,-0.0,1
5234,7,5,1,0.003,0.836,-0.072,-0.18,0.277,1
5235,89,46,5,12.432,0.104,0.165,-0.023,0.027,0
5236,126,72,7,17.487,-0.117,0.17,-0.048,-0.031,0
5237,165,54,10,16.195,0.268,0.119,-0.054,0.12,0
5238,42,26,5,10.32,0.033,0.049,-0.048,-0.058,0
5239,20,13,4,13.415,-0.185,0.328,-0.069,-0.067,0
5240,30,17,2,0.097,-0.32,0.328,-0.044,-0.067,1
5241,6,5,1,0.016,-0.32,-0.012,0.023,-0.067,0
5242,20,10,2,0.398,-0.32,0.073,0.032,-0.067,1
5243,19,13,4,2.909,-0.32,0.368,-0.025,-0.014,1
5244,86,48,5,13.508,-0.054,0.097,-0.033,-0.004,1
5245,148,55,14,17.134,-0.202,0.338,-0.049,-0.044,0
5246,8,4,3,14.175,-0.32,-0.118,0.232,-0.017,0
5247,100,51,7,17.283,0.004,0.099,-0.018,0.009,1
5248,30,18,3,13.422,-0.14,0.158,0.007,-0.007,1
5249,26,17,4,8.007,-0.009,-0.142,-0.009,-0.067,0
5250,141,47,8,17.355,0.349,-0.093,-0.082,-0.032,0
5251,8,7,1,0.005,-0.32,0.2,-0.018,-0.067,1
5252,4,3,1,0.0,-0.32,-0.436,0.107,-0.067,1
5253,5,5,1,0.001,-0.32,0.073,0.007,-0.067,1
5254,4,4,1,0.0,-0.32,-0.436,0.107,-0.067,1
5255,9,5,2,0.039,-0.32,-0.436,0.162,0.089,1
5256,10,8,2,15.418,0.219,-0.436,0.007,-0.067,1
5257,21,8,3,1.449,-0.32,0.291,-0.036,-0.067,1
5258,199,40,7,16.381,-0.096,0.037,0.067,0.022,0
5259,48,24,6,12.99,-0.264,-0.065,0.075,0.004,1
5260,40,9,4,4.879,-0.32,-0.181,0.094,0.038,1
5261,98,52,9,17.405,-0.086,0.058,0.01,-0.022,0
5262,149,55,7,14.226,0.096,-0.367,0.019,-0.024,0
5263,47,18,3,14.825,0.655,-0.436,0.0,0.274,0
5264,5,5,2,0.017,-0.32,0.582,-0.094,-0.067,1
5265,7,6,3,1.843,-0.32,-0.072,0.035,-0.067,1
5266,274,73,8,12.084,-0.054,0.131,0.003,-0.018,0
5267,9,7,2,6.956,-0.32,0.412,-0.06,-0.067,1
5268,85,48,3,17.427,-0.098,0.253,-0.052,-0.037,0
5269,12,8,2,1.046,-0.32,-0.012,0.023,-0.067,1
5270,59,22,4,5.819,-0.092,0.297,-0.08,-0.047,1
5271,148,65,10,16.892,0.008,0.097,-0.059,0.059,0
5272,45,24,5,13.053,-0.26,-0.21,0.051,-0.067,1
5273,102,59,7,16.329,-0.175,0.412,-0.07,-0.048,0
5274,10,7,1,0.046,-0.32,-0.436,0.107,-0.067,1
5275,89,27,10,13.258,0.028,-0.293,0.017,-0.024,1
5276,118,53,8,17.123,0.183,0.19,-0.05,0.036,0
5277,9,5,1,0.116,-0.32,-0.436,0.107,-0.067,0
5278,5,3,1,0.949,-0.32,0.582,-0.094,-0.067,1
5279,41,21,3,6.937,0.107,-0.312,0.033,0.04,1
5280,272,92,5,16.936,0.037,0.228,-0.094,-0.044,1
5281,7,7,1,0.015,-0.32,0.291,-0.036,-0.067,1
5282,9,8,1,0.042,-0.17,-0.436,0.051,-0.067,1
5283,16,10,2,2.858,0.017,-0.277,-0.05,-0.067,1
5284,45,17,3,6.226,-0.32,0.073,0.018,-0.067,1
5285,178,62,7,17.056,0.218,-0.407,0.036,-0.013,0
5286,22,15,2,16.842,-0.197,-0.436,0.13,-0.058,0
5287,32,24,2,1.091,-0.067,0.121,-0.065,-0.067,1
5288,76,24,11,16.901,-0.036,-0.235,0.001,-0.046,0
5289,5,5,1,0.222,-0.32,0.582,-0.094,-0.067,1
5290,10,10,1,0.034,-0.32,0.582,-0.094,-0.067,1
5291,19,11,2,1.359,-0.32,0.368,0.001,0.155,1
5292,84,28,5,6.047,-0.24,0.473,-0.084,-0.06,1
5293,5,4,1,0.003,-0.32,-0.436,0.107,-0.067,1
5294,9,5,1,0.011,-0.32,-0.153,0.107,-0.023,1
5295,71,21,4,17.028,-0.206,-0.221,0.079,-0.008,1
5296,58,21,6,8.738,-0.32,0.222,0.003,-0.043,0
5297,27,11,2,1.038,-0.32,-0.247,0.07,-0.067,1
5298,12,11,1,0.029,-0.32,0.412,-0.06,-0.067,0
5299,21,10,2,4.894,-0.32,-0.436,0.298,-0.039,1
5300,15,9,1,0.269,-0.32,0.243,-0.027,-0.067,1
5301,5,3,1,0.009,-0.32,-0.436,0.107,-0.067,1
5302,125,57,11,17.025,0.392,-0.334,-0.034,0.026,0
5303,243,55,12,17.233,-0.215,-0.362,0.154,0.136,0
5304,51,33,7,15.034,-0.32,-0.086,0.038,-0.067,0
5305,11,7,1,0.138,-0.32,-0.436,0.152,-0.049,1
5306,27,11,1,0.035,0.229,-0.341,-0.042,-0.038,1
5307,5,2,1,0.016,-0.32,-0.436,0.708,0.575,1
5308,4,4,1,0.001,-0.32,-0.436,0.232,1.438,1
5309,18,11,2,7.986,-0.17,-0.436,0.135,-0.067,1
5310,142,60,8,17.046,-0.054,0.191,-0.066,-0.064,0
5311,46,16,2,9.299,0.354,-0.325,-0.035,-0.037,0
5312,12,8,1,0.014,-0.32,-0.012,0.023,-0.067,1
5313,13,8,1,0.013,-0.32,-0.044,0.261,-0.052,1
5314,55,33,5,11.233,-0.001,-0.343,0.007,-0.056,0
5315,35,13,3,15.899,0.181,-0.436,0.221,0.03,1
5316,7,4,2,9.144,-0.32,-0.436,0.178,-0.067,0
5317,44,21,4,3.001,0.048,0.027,-0.041,-0.008,1
5318,22,15,1,0.012,-0.32,-0.089,0.038,-0.067,1
5319,157,53,6,16.984,0.101,-0.436,0.123,0.012,0
5320,5,5,1,0.686,-0.32,-0.436,0.107,-0.067,1
5321,167,48,8,16.838,-0.175,-0.39,0.191,-0.012,0
5322,24,9,2,3.156,0.017,-0.436,0.503,0.05,1
5323,172,49,10,15.873,0.088,-0.317,-0.01,-0.039,0
5324,20,11,3,1.979,-0.32,0.328,-0.018,-0.067,1
5325,209,78,5,17.245,-0.004,0.404,-0.114,-0.035,0
5326,77,34,4,13.004,-0.145,0.093,-0.004,-0.015,1
5327,8,6,1,0.319,1.028,-0.436,0.107,2.968,1
5328,61,19,3,7.126,-0.143,-0.394,0.156,-0.002,1
5329,145,63,8,10.801,-0.032,0.214,-0.069,-0.038,0
5330,20,12,3,13.918,-0.32,0.455,-0.069,-0.067,1
5331,4,3,1,0.009,-0.32,-0.436,0.107,-0.067,1
5332,72,33,5,11.883,-0.264,0.165,-0.012,-0.045,1
5333,6,5,1,0.14,-0.32,-0.436,0.19,0.066,1
5334,45,30,2,1.128,-0.02,0.186,-0.049,-0.009,1
5335,134,75,6,16.827,-0.159,0.191,-0.043,-0.034,1
5336,21,20,1,0.139,-0.32,0.655,-0.108,-0.067,1
5337,40,17,2,2.053,-0.286,0.391,-0.069,-0.067,1
5338,173,60,6,14.927,-0.125,0.153,-0.041,-0.048,1
5339,91,48,6,17.176,0.021,0.124,-0.031,-0.054,0
5340,80,29,3,3.115,-0.32,0.455,0.007,-0.047,1
5341,141,51,8,14.752,0.139,-0.273,0.032,-0.022,0
5342,144,52,6,7.999,0.139,-0.029,-0.039,-0.02,0
5343,12,10,2,1.022,-0.32,0.412,-0.06,-0.067,1
5344,85,46,5,7.001,-0.114,0.133,-0.052,-0.056,0
5345,19,13,2,2.081,-0.32,0.502,0.08,-0.057,1
5346,12,8,1,0.052,-0.208,-0.436,0.065,-0.067,1
5347,23,14,1,0.073,-0.086,0.228,-0.046,-0.059,1
5348,28,14,1,0.033,0.21,0.11,-0.126,-0.06,1
5349,5,4,1,0.001,-0.32,-0.436,0.107,-0.067,1
5350,70,41,3,6.065,-0.012,0.4,-0.137,-0.059,1
5351,29,17,1,0.05,-0.041,0.266,-0.101,-0.067,1
5352,5,5,1,0.106,-0.32,0.073,0.007,-0.067,1
5353,47,20,4,15.601,-0.119,-0.003,0.085,0.112,1
5354,13,7,2,1.99,-0.32,-0.24,0.068,-0.067,1
5355,93,49,5,17.113,0.028,0.194,-0.071,-0.044,1
5356,5,5,1,0.029,-0.32,0.073,0.007,-0.067,0
5357,89,40,6,16.929,0.331,-0.436,-0.017,-0.052,0
5358,35,18,2,2.03,-0.05,0.0,-0.036,-0.056,1
5359,57,30,4,10.13,-0.154,0.145,-0.025,-0.036,0
5360,111,47,9,17.219,0.069,0.023,-0.083,-0.053,0
5361,79,37,3,13.996,0.823,-0.436,-0.052,0.006,0
5362,26,16,3,7.026,-0.32,-0.142,0.107,-0.067,1
5363,135,61,5,10.667,-0.09,0.299,-0.075,-0.018,0
5364,6,3,1,0.002,-0.32,-0.436,0.107,-0.067,1
5365,175,57,8,16.605,0.088,0.146,-0.065,0.02,0
5366,13,10,2,1.108,0.095,-0.436,0.03,0.056,1
5367,33,20,6,12.198,-0.197,-0.05,-0.015,-0.067,1
5368,15,7,2,3.508,-0.32,0.243,0.007,-0.067,1
5369,4,3,1,0.005,-0.32,-0.436,0.107,-0.067,1
5370,106,42,9,17.089,-0.117,-0.196,0.012,-0.067,0
5371,34,17,2,4.066,0.235,-0.286,-0.041,-0.061,1
5372,30,20,2,8.077,-0.23,0.243,-0.044,-0.067,0
5373,47,29,4,17.143,-0.062,0.16,0.032,-0.037,1
5374,20,9,4,15.658,0.219,-0.054,-0.119,-0.057,0
5375,23,3,7,6.175,-0.32,0.56,-0.089,-0.067,1
5376,7,4,1,0.032,-0.32,-0.436,0.25,0.019,1
5377,14,8,2,12.004,-0.32,-0.072,0.071,-0.053,1
5378,97,47,4,12.777,0.264,-0.016,-0.074,-0.018,0
5379,92,39,4,7.048,0.12,-0.297,0.009,-0.028,0
5380,29,12,5,7.862,-0.227,-0.348,0.245,-0.047,1
5381,14,6,1,0.019,-0.32,-0.436,0.214,-0.067,1
5382,29,16,3,8.986,-0.32,-0.085,0.09,-0.053,1
5383,188,38,10,13.937,-0.212,0.119,0.088,0.024,1
5384,147,52,12,16.773,0.111,-0.418,0.226,0.086,0
5385,73,32,11,16.681,0.345,-0.401,-0.03,0.015,0
5386,97,47,4,12.604,0.583,-0.016,-0.1,0.075,0
5387,29,15,1,0.061,-0.041,0.354,-0.118,-0.067,1
5388,35,16,3,5.058,-0.012,0.291,-0.094,0.002,0
5389,83,24,10,16.797,-0.109,-0.436,0.083,0.032,1
5390,21,13,3,4.081,-0.32,0.049,0.011,-0.067,1
5391,136,55,6,12.144,-0.241,0.219,0.118,0.051,1
5392,7,5,1,0.046,-0.32,0.291,-0.036,-0.067,1
5393,60,26,6,9.982,0.017,-0.224,-0.018,-0.031,1
5394,12,8,2,5.053,-0.095,-0.436,0.149,0.05,0
5395,169,55,4,14.018,0.478,-0.345,0.033,0.002,1
5396,8,5,2,9.014,-0.32,-0.436,0.107,-0.067,1
5397,15,10,2,13.978,-0.32,0.073,0.007,-0.067,1
5398,14,7,2,2.968,-0.32,0.11,0.035,-0.039,1
5399,107,48,7,16.762,0.386,0.278,-0.052,0.025,0
5400,55,19,1,0.528,-0.295,0.397,0.079,-0.064,1
5401,5,4,1,0.009,-0.32,-0.436,0.207,-0.067,1
5402,166,69,7,10.947,0.102,0.269,-0.098,-0.013,1
5403,56,34,4,14.073,0.113,-0.39,0.098,-0.003,1
5404,4,3,1,0.002,-0.32,-0.436,0.107,-0.067,1
5405,62,26,5,4.664,-0.233,-0.025,0.042,-0.019,0
5406,5,4,2,2.01,-0.32,-0.436,0.207,-0.067,1
5407,21,7,3,6.635,0.065,-0.436,0.178,-0.0,1
5408,38,19,3,9.014,0.141,-0.034,-0.065,-0.046,0
5409,21,11,3,10.492,-0.192,-0.436,0.226,0.028,0
5410,63,17,8,14.675,0.301,-0.436,0.011,0.035,1
5411,159,53,9,11.008,0.333,-0.148,-0.067,-0.029,0
5412,5,3,1,0.011,-0.32,0.073,0.007,-0.067,1
5413,17,12,2,2.015,-0.32,0.163,-0.011,-0.067,1
5414,33,23,1,0.084,-0.32,0.258,-0.015,-0.049,1
5415,23,13,2,0.719,0.032,-0.325,0.041,0.133,1
5416,10,6,1,0.584,-0.32,-0.436,0.257,-0.007,1
5417,76,24,4,16.003,-0.285,0.133,-0.005,-0.057,1
5418,26,21,2,4.056,-0.113,-0.436,0.049,-0.067,0
5419,93,38,8,17.021,-0.175,0.385,-0.055,-0.046,0
5420,29,14,2,1.105,-0.274,0.529,-0.101,-0.067,1
5421,44,29,1,0.403,-0.228,0.374,-0.075,-0.067,1
5422,9,5,1,0.008,-0.32,0.13,-0.005,-0.067,1
5423,19,9,2,4.446,-0.32,0.1,0.054,-0.057,1
5424,18,7,2,1.934,-0.32,-0.012,0.051,-0.045,1
5425,45,39,6,10.903,-0.32,0.469,-0.06,-0.063,0
5426,7,4,2,0.932,-0.32,0.291,-0.036,-0.067,1
5427,10,8,1,0.004,-0.32,-0.181,0.057,-0.067,1
5428,82,35,6,10.799,-0.041,0.216,0.033,0.009,1
5429,6,6,1,0.027,-0.32,-0.436,0.274,0.301,1
5430,114,55,7,16.075,0.118,0.078,-0.069,0.017,0
5431,101,66,4,13.963,0.08,0.194,-0.087,0.022,0
5432,73,45,6,15.958,0.16,0.087,-0.099,-0.034,0
5433,106,25,8,14.936,-0.295,0.092,0.022,-0.039,0
5434,92,48,6,15.01,-0.173,0.173,-0.008,-0.008,1
5435,4,4,1,0.009,-0.32,0.2,0.357,0.986,1
5436,15,7,3,1.685,-0.32,-0.096,0.14,0.628,0
5437,124,51,12,16.646,0.289,0.159,-0.087,0.027,0
5438,4,3,1,0.0,-0.32,-0.436,0.232,0.234,1
5439,37,21,4,9.079,-0.211,0.183,-0.015,0.003,1
5440,12,11,2,0.201,-0.208,0.2,-0.06,-0.067,0
5441,93,35,7,16.234,0.129,0.002,-0.049,-0.011,0
5442,4,4,1,0.0,-0.32,0.2,-0.018,-0.067,1
5443,106,42,5,16.551,0.341,-0.268,-0.054,-0.029,0
5444,7,4,1,0.009,-0.32,-0.436,0.465,0.133,1
5445,14,9,2,15.316,-0.32,-0.072,0.035,-0.067,1
5446,41,13,2,1.282,-0.057,-0.374,0.131,0.065,1
5447,95,50,5,11.173,0.134,0.127,-0.02,0.131,1
5448,57,25,5,7.348,-0.273,0.279,-0.007,0.169,1
5449,4,4,1,0.055,-0.32,0.2,0.107,0.334,1
5450,8,5,2,0.168,-0.32,0.2,-0.018,-0.067,1
5451,101,31,6,14.206,-0.106,-0.385,0.102,0.05,1
5452,12,5,3,13.37,-0.32,-0.224,0.065,-0.067,1
5453,34,21,1,0.057,-0.32,0.313,-0.026,-0.056,1
5454,74,62,10,16.006,-0.01,0.321,-0.117,-0.032,0
5455,7,6,1,0.005,-0.32,0.291,-0.036,-0.067,1
5456,36,17,6,9.276,-0.32,0.2,0.023,-0.028,1
5457,10,7,2,0.216,-0.32,-0.181,0.107,-0.027,1
5458,46,23,6,16.33,-0.056,-0.049,-0.013,-0.059,1
5459,64,36,6,13.101,-0.13,0.121,-0.011,-0.023,1
5460,47,19,7,16.477,0.311,-0.382,-0.01,0.125,0
5461,33,19,4,15.269,-0.238,0.258,-0.03,-0.067,1
5462,16,10,2,0.206,-0.32,0.677,-0.112,-0.067,1
5463,25,15,2,0.222,0.004,-0.232,0.007,-0.027,0
5464,5,4,1,0.002,-0.32,0.073,0.107,0.013,1
5465,6,4,1,0.012,-0.32,-0.436,0.107,-0.067,1
5466,20,10,3,1.879,-0.32,-0.054,0.032,-0.067,1
5467,8,7,1,0.001,-0.32,-0.118,0.044,-0.067,1
5468,14,7,2,8.254,0.643,-0.436,-0.036,0.291,1
5469,41,10,2,9.297,1.127,-0.436,-0.052,0.158,0
5470,15,8,2,1.047,-0.32,-0.266,0.14,0.147,1
5471,11,6,3,8.052,-0.32,-0.204,0.061,-0.067,0
5472,10,6,3,1.239,-0.32,-0.181,0.157,-0.047,1
5473,6,3,1,0.0,-0.32,-0.436,0.107,-0.067,1
5474,16,9,3,10.013,-0.32,0.041,0.107,0.008,1
5475,103,35,11,16.114,0.151,0.132,-0.073,0.001,0
5476,44,26,3,1.213,-0.167,0.258,-0.064,-0.067,1
5477,11,8,1,0.01,-0.32,0.258,0.016,0.316,1
5478,5,5,2,0.869,-0.32,0.073,0.007,-0.067,1
5479,89,39,10,15.524,-0.169,0.05,0.039,0.323,0
5480,5,4,1,0.002,-0.32,0.073,0.007,-0.067,1
5481,120,31,8,16.059,-0.241,0.158,0.036,-0.025,0
5482,56,29,3,9.184,-0.127,-0.436,0.107,-0.064,1
5483,5,3,1,0.002,-0.32,-0.436,0.207,-0.027,1
5484,7,6,2,0.018,-0.32,-0.436,0.178,0.019,1
5485,99,51,5,9.994,0.157,0.001,-0.04,-0.015,0
5486,42,15,4,14.443,0.258,-0.375,0.011,0.229,0
5487,22,11,1,0.318,-0.32,-0.32,0.266,0.015,1
5488,35,17,4,15.134,0.681,-0.29,-0.094,0.07,1
5489,117,53,4,8.009,0.233,0.217,-0.073,-0.006,0
5490,6,5,1,0.0,-0.32,-0.012,0.023,-0.067,1
5491,122,64,3,12.099,0.244,0.19,-0.103,-0.033,0
5492,8,8,1,0.026,-0.32,0.518,-0.081,-0.067,1
5493,15,6,4,7.319,-0.32,0.073,0.007,-0.067,1
5494,57,30,4,13.973,0.768,-0.213,-0.025,0.158,0
5495,62,29,5,13.987,0.593,-0.436,-0.023,0.049,0
5496,44,19,3,2.065,-0.136,0.432,-0.03,-0.058,1
5497,9,6,1,0.071,-0.32,0.695,-0.116,-0.067,1
5498,82,27,5,9.785,-0.139,-0.312,0.101,0.011,1
5499,143,52,5,14.25,0.085,-0.098,0.005,-0.006,0
5500,43,28,1,0.941,-0.101,0.274,-0.091,-0.063,1
5501,4,4,1,0.0,-0.32,-0.436,0.357,0.033,1
5502,78,33,4,14.022,0.337,-0.044,-0.079,-0.008,0
5503,7,4,2,1.071,-0.32,-0.436,0.107,-0.067,1
5504,76,21,2,11.237,0.265,-0.436,0.034,-0.041,0
5505,29,10,2,6.024,0.284,-0.436,0.02,0.064,1
5506,168,53,11,16.633,-0.151,-0.284,0.19,0.072,0
5507,29,16,2,1.913,-0.227,0.442,-0.066,-0.04,1
5508,7,3,1,0.004,1.028,-0.436,-0.251,-0.039,0
5509,41,22,3,8.806,-0.09,-0.125,-0.028,-0.062,0
5510,7,5,1,0.01,-0.32,0.291,-0.036,-0.067,1
5511,50,22,2,16.361,-0.212,-0.436,0.157,-0.063,1
5512,51,26,3,11.245,0.05,0.213,-0.09,-0.067,0
5513,18,7,1,0.011,0.878,-0.436,-0.005,0.2,1
5514,63,18,7,15.229,0.557,-0.436,-0.084,0.025,0
5515,167,52,9,14.671,0.132,-0.329,0.056,0.052,0
5516,14,12,1,0.149,-0.32,0.655,-0.108,-0.067,1
5517,22,9,4,10.17,0.66,-0.436,-0.144,0.006,1
5518,95,38,4,16.259,0.432,-0.061,-0.104,-0.029,0
5519,84,47,5,6.939,-0.095,0.17,-0.013,-0.02,1
5520,10,6,1,0.021,-0.32,0.328,-0.044,-0.067,1
5521,17,10,1,0.013,-0.32,0.163,0.048,-0.067,1
5522,6,6,1,0.015,-0.32,0.412,-0.06,-0.067,1
5523,90,60,3,14.201,-0.14,0.356,-0.105,-0.065,0
5524,52,20,3,8.269,-0.139,0.445,-0.115,-0.067,0
5525,57,29,3,3.245,-0.249,0.412,-0.06,-0.067,0
5526,81,38,4,14.242,-0.22,0.538,-0.116,-0.067,0
5527,11,9,1,0.018,-0.075,-0.436,0.061,-0.049,1
5528,195,77,8,15.923,-0.016,0.138,-0.04,-0.008,0
5529,74,24,2,1.093,-0.192,-0.092,0.046,0.068,1
5530,77,48,4,11.131,0.065,0.126,-0.056,-0.036,1
5531,41,23,3,6.943,-0.188,0.061,0.058,0.08,1
5532,14,5,1,0.08,-0.32,0.11,0.035,-0.01,1
5533,7,6,2,3.673,-0.32,-0.436,0.107,-0.067,1
5534,47,30,5,16.146,-0.033,0.16,0.043,0.01,0
5535,17,15,1,0.065,-0.241,0.313,-0.07,-0.067,1
5536,19,13,1,0.094,-0.178,-0.436,0.16,-0.046,1
5537,59,26,5,7.058,0.023,0.384,-0.122,-0.04,1
5538,12,8,1,0.033,-0.095,-0.436,0.023,-0.067,1
5539,10,9,1,0.035,-0.32,0.073,0.007,-0.067,1
5540,6,3,1,0.004,-0.32,-0.436,0.107,-0.067,1
5541,11,5,2,11.848,-0.32,-0.204,0.107,-0.067,1
5542,9,6,1,0.007,0.878,-0.436,-0.172,0.066,1
5543,40,24,2,6.099,-0.185,0.137,-0.006,-0.057,0
5544,144,62,4,9.879,0.073,-0.065,-0.05,-0.028,0
5545,83,32,5,16.112,0.411,-0.344,-0.056,-0.007,0
5546,134,40,11,15.129,-0.028,0.058,-0.039,-0.027,0
5547,52,21,3,3.962,-0.164,0.151,-0.047,-0.067,1
5548,160,52,6,16.111,-0.05,0.232,-0.059,-0.025,0
5549,13,7,3,16.094,-0.32,0.151,0.03,-0.021,1
5550,59,22,6,6.87,-0.229,0.384,-0.063,-0.061,1
5551,4,2,1,0.004,-0.32,-0.436,0.107,-0.067,1
5552,79,28,3,1.721,0.226,-0.114,-0.071,-0.019,1
5553,7,5,1,0.009,-0.32,-0.072,0.178,0.162,1
5554,10,7,4,6.998,-0.32,-0.436,0.207,0.153,1
5555,23,15,1,0.085,-0.32,-0.436,0.15,-0.059,1
5556,61,28,4,8.839,-0.099,0.232,-0.082,-0.067,1
5558,23,12,2,6.947,0.911,-0.436,-0.046,0.055,0
5559,77,31,4,8.64,0.748,-0.436,-0.088,-0.005,1
5560,35,15,4,16.012,0.874,-0.436,-0.108,0.024,1
5561,10,6,2,0.926,-0.32,0.328,-0.044,-0.067,1
5562,5,2,3,8.06,-0.32,-0.436,0.107,-0.067,1
5563,105,32,4,15.804,0.104,-0.387,0.097,-0.027,0
5564,158,49,9,14.616,-0.055,0.369,-0.001,-0.039,0
5565,57,24,5,12.947,-0.178,-0.257,0.133,-0.039,1
5566,14,14,1,0.05,-0.224,0.473,-0.108,-0.067,1
5567,39,28,2,1.009,0.129,0.217,-0.112,-0.031,1
5568,33,16,1,0.621,-0.075,0.027,0.061,-0.019,0
5569,63,24,6,15.032,-0.277,0.009,0.043,-0.029,0
5570,47,28,3,9.082,-0.148,0.322,-0.096,-0.067,0
5571,29,9,2,3.769,-0.32,0.178,0.055,-0.019,1
5572,116,62,7,11.992,0.122,-0.194,-0.027,-0.047,1
5573,5,4,2,5.888,-0.32,-0.436,0.107,-0.067,1
5574,29,11,3,11.679,-0.32,-0.172,0.141,-0.053,1
5575,4,3,1,0.0,-0.32,-0.436,0.232,-0.067,1
5576,13,7,1,0.01,-0.32,-0.24,0.184,-0.006,1
5577,56,22,6,9.98,-0.176,-0.436,0.116,0.047,1
5578,56,27,4,14.936,-0.32,0.155,0.134,0.273,1
5579,57,32,7,13.865,0.2,-0.257,0.001,0.049,0
5580,80,21,5,15.921,0.169,-0.404,0.032,-0.007,0
5581,15,10,3,1.639,-0.32,0.243,-0.027,-0.067,1
5582,9,6,1,0.002,-0.32,0.412,-0.06,-0.067,1
5583,44,15,3,3.926,0.415,-0.147,-0.041,0.074,0
5584,28,20,4,12.038,-0.224,0.291,-0.054,-0.067,1
5585,39,17,5,6.979,0.371,-0.24,-0.099,0.046,0
5586,4,4,1,0.001,-0.32,0.2,-0.018,-0.067,1
5587,177,75,10,15.672,0.076,0.297,-0.074,0.146,0
5588,10,6,2,0.991,-0.32,-0.181,0.157,-0.007,0
5589,54,35,5,3.989,-0.12,0.507,-0.107,-0.06,1
5590,58,27,9,15.822,0.005,-0.392,0.012,-0.067,0
5591,28,16,3,4.93,-0.32,0.473,-0.072,-0.067,1
5592,4,4,1,0.004,-0.32,-0.436,0.232,0.535,1
5593,121,51,5,16.053,0.337,0.258,-0.117,0.123,0
5594,79,32,8,13.553,0.141,-0.081,-0.014,0.029,0
5595,19,14,2,5.36,-0.178,-0.168,0.08,0.049,1
5596,162,45,11,15.958,0.246,-0.42,-0.001,-0.036,0
5597,142,74,5,13.143,0.193,0.299,-0.059,0.384,0
5598,7,4,1,0.0,-0.32,-0.436,0.25,0.42,1
5599,15,7,2,4.613,-0.32,0.073,0.107,0.08,1
5600,130,70,7,15.655,0.209,-0.181,-0.009,0.183,0
5601,47,18,3,3.228,-0.263,0.322,-0.053,-0.067,1
5602,49,25,4,13.191,0.505,-0.332,-0.077,0.117,0
5603,73,32,8,15.179,-0.32,0.61,-0.099,-0.067,0
5604,8,5,2,5.238,0.186,-0.436,-0.018,0.083,1
5605,9,6,2,0.346,-0.32,0.13,-0.005,-0.067,1
5606,43,19,5,5.631,-0.132,-0.317,0.142,0.138,1
5607,14,8,2,0.584,0.643,-0.436,-0.036,0.033,1
5608,6,6,2,0.276,-0.32,-0.436,0.274,0.97,1
5609,7,6,2,5.519,-0.32,-0.436,0.107,-0.067,1
5610,11,5,1,0.047,0.538,-0.204,-0.167,-0.067,0
5611,145,62,5,15.399,0.461,0.477,0.103,0.182,0
5612,47,28,1,0.089,-0.091,0.214,-0.064,-0.059,1
5613,40,14,3,7.193,0.051,0.137,0.094,0.058,1
5614,43,30,5,13.326,-0.069,-0.317,0.049,-0.063,0
